,target
8596,2
8597,2
8598,2
8599,2
8600,2
8601,2
8602,2
8603,2
8604,2
8605,2
8606,2
8607,2
8608,2
8609,2
8610,2
8611,2
8612,2
8613,2
8614,2
8615,2
8616,0
8617,2
8618,2
8619,0
8620,2
8621,2
8622,2
8623,2
8624,2
8625,2
8626,2
8627,2
8628,2
8629,2
8630,2
8631,2
8632,2
8633,2
8634,2
8635,0
8636,2
8637,2
8638,2
8639,2
8640,2
8641,0
8642,2
8643,0
8644,2
8645,2
8646,0
8647,2
8648,2
8649,2
8650,2
8651,0
8652,0
8653,0
8654,2
8655,2
8656,2
8657,2
8658,2
8659,2
8660,2
8661,2
8662,2
8663,0
8664,2
8665,1
8666,2
8667,0
8668,2
8669,2
8670,0
8671,2
8672,2
8673,0
8674,2
8675,2
8676,2
8677,2
8678,2
8679,2
8680,2
8681,0
8682,0
8683,0
8684,0
8685,0
8686,0
8687,0
8688,0
8689,0
8690,2
8691,0
8692,2
8693,2
8694,2
8695,2
8696,2
8697,2
8698,2
8699,2
8700,2
8701,2
8702,2
8703,2
8704,2
8705,2
8706,2
8707,2
8708,2
8709,2
8710,2
8711,2
8712,2
8713,2
8714,2
8715,2
8716,2
8717,2
8718,2
8719,2
8720,2
8721,2
8722,2
8723,2
8724,2
8725,2
8726,2
8727,2
8728,2
8729,0
8730,2
8731,0
8732,2
8733,2
8734,2
8735,2
8736,2
8737,2
8738,2
8739,2
8740,2
8741,2
8742,2
8743,2
8744,0
8745,2
8746,2
8747,2
8748,0
8749,2
8750,2
8751,0
8752,2
8753,2
8754,2
8755,2
8756,2
8757,2
8758,2
8759,0
8760,2
8761,2
8762,2
8763,2
8764,2
8765,2
8766,0
8767,2
8768,2
8769,2
8770,2
8771,2
8772,0
8773,0
8774,0
8775,0
8776,0
8777,0
8778,2
8779,2
8780,2
8781,2
8782,2
8783,2
8784,0
8785,0
8786,0
8787,2
8788,2
8789,2
8790,2
8791,0
8792,2
8793,2
8794,2
8795,2
8796,0
8797,2
8798,2
8799,2
8800,2
8801,2
8802,2
8803,0
8804,2
8805,0
8806,2
8807,2
8808,2
8809,0
8810,2
8811,0
8812,0
8813,2
8814,2
8815,2
8816,0
8817,1
8818,2
8819,2
8820,2
8821,2
8822,2
8823,2
8824,0
8825,0
8826,2
8827,2
8828,2
8829,2
8830,2
8831,2
8832,2
8833,0
8834,2
8835,2
8836,2
8837,0
8838,2
8839,0
8840,0
8841,2
8842,2
8843,2
8844,2
8845,0
8846,2
8847,2
8848,2
8849,2
8850,2
8851,2
8852,2
8853,2
8854,2
8855,0
8856,2
8857,2
8858,2
8859,2
8860,2
8861,2
8862,2
8863,2
8864,2
8865,0
8866,2
8867,0
8868,0
8869,0
8870,0
8871,0
8872,0
8873,2
8874,2
8875,2
8876,2
8877,2
8878,2
8879,2
8880,0
8881,2
8882,2
8883,2
8884,2
8885,0
8886,2
8887,2
8888,2
8889,2
8890,0
8891,2
8892,2
8893,2
8894,0
8895,2
8896,2
8897,2
8898,2
8899,2
8900,2
8901,0
8902,2
8903,2
8904,2
8905,2
8906,2
8907,2
8908,2
8909,2
8910,0
8911,2
8912,2
8913,2
8914,2
8915,2
8916,2
8917,0
8918,0
8919,2
8920,2
8921,2
8922,0
8923,2
8924,0
8925,2
8926,2
8927,2
8928,2
8929,2
8930,2
8931,2
8932,2
8933,2
8934,2
8935,0
8936,2
8937,0
8938,2
8939,2
8940,2
8941,2
8942,0
8943,2
8944,2
8945,2
8946,0
8947,2
8948,0
8949,0
8950,2
8951,2
8952,2
8953,0
8954,0
8955,2
8956,1
8957,2
8958,2
8959,2
8960,0
8961,0
8962,0
8963,0
8964,2
8965,0
8966,2
8967,0
8968,0
8969,2
8970,2
8971,0
8972,2
8973,2
8974,0
8975,2
8976,2
8977,2
8978,2
8979,2
8980,2
8981,0
8982,2
8983,2
8984,2
8985,2
8986,2
8987,2
8988,0
8989,0
8990,0
8991,2
8992,2
8993,2
8994,0
8995,0
8996,0
8997,2
8998,0
8999,2
9000,2
9001,2
9002,0
9003,2
9004,0
9005,2
9006,2
9007,2
9008,2
9009,2
9010,2
9011,2
9012,2
9013,2
9014,1
9015,2
9016,0
9017,2
9018,2
9019,2
9020,0
9021,2
9022,2
9023,2
9024,2
9025,2
9026,2
9027,2
9028,2
9029,0
9030,2
9031,0
9032,0
9033,2
9034,2
9035,2
9036,0
9037,2
9038,2
9039,0
9040,0
9041,2
9042,2
9043,0
9044,0
9045,2
9046,0
9047,0
9048,0
9049,2
9050,2
9051,2
9052,2
9053,2
9054,2
9055,2
9056,2
9057,2
9058,2
9059,2
9060,0
9061,2
9062,2
9063,2
9064,2
9065,2
9066,2
9067,2
9068,2
9069,2
9070,0
9071,2
9072,2
9073,2
9074,0
9075,2
9076,2
9077,0
9078,2
9079,0
9080,0
9081,2
9082,2
9083,1
9084,0
9085,2
9086,2
9087,2
9088,2
9089,2
9090,0
9091,0
9092,2
9093,2
9094,2
9095,2
9096,2
9097,2
9098,2
9099,0
9100,2
9101,2
9102,2
9103,2
9104,2
9105,2
9106,2
9107,2
9108,0
9109,2
9110,2
9111,2
9112,0
9113,0
9114,2
9115,2
9116,0
9117,2
9118,2
9119,2
9120,2
9121,0
9122,2
9123,2
9124,0
9125,2
9126,2
9127,0
9128,2
9129,2
9130,2
9131,2
9132,2
9133,2
9134,2
9135,2
9136,2
9137,2
9138,2
9139,2
9140,2
9141,2
9142,0
9143,2
9144,0
9145,0
9146,2
9147,0
9148,0
9149,0
9150,2
9151,2
9152,0
9153,2
9154,2
9155,2
9156,2
9157,2
9158,2
9159,2
9160,2
9161,2
9162,2
9163,2
9164,2
9165,2
9166,2
9167,0
9168,0
9169,2
9170,2
9171,2
9172,2
9173,2
9174,2
9175,0
9176,2
9177,2
9178,2
9179,2
9180,2
9181,1
9182,0
9183,2
9184,2
9185,2
9186,2
9187,2
9188,2
9189,2
9190,2
9191,0
9192,2
9193,2
9194,2
9195,0
9196,0
9197,0
9198,0
9199,2
9200,2
9201,2
9202,2
9203,2
9204,2
9205,2
9206,2
9207,2
9208,2
9209,2
9210,2
9211,2
9212,2
9213,2
9214,2
9215,2
9216,0
9217,2
9218,0
9219,2
9220,0
9221,2
9222,2
9223,2
9224,2
9225,2
9226,2
9227,0
9228,2
9229,0
9230,2
9231,2
9232,2
9233,2
9234,2
9235,2
9236,0
9237,2
9238,2
9239,2
9240,0
9241,2
9242,2
9243,2
9244,0
9245,0
9246,2
9247,2
9248,2
9249,2
9250,2
9251,0
9252,2
9253,2
9254,0
9255,2
9256,0
9257,2
9258,2
9259,0
9260,2
9261,2
9262,2
9263,2
9264,2
9265,2
9266,2
9267,2
9268,2
9269,2
9270,0
9271,2
9272,2
9273,2
9274,2
9275,2
9276,2
9277,2
9278,2
9279,0
9280,2
9281,2
9282,2
9283,2
9284,2
9285,2
9286,2
9287,2
9288,2
9289,2
9290,2
9291,2
9292,2
9293,2
9294,2
9295,2
9296,2
9297,2
9298,2
9299,0
9300,2
9301,0
9302,2
9303,2
9304,2
9305,2
9306,0
9307,2
9308,2
9309,2
9310,2
9311,2
9312,2
9313,2
9314,2
9315,2
9316,0
9317,0
9318,2
9319,2
9320,2
9321,0
9322,0
9323,0
9324,0
9325,0
9326,2
9327,0
9328,2
9329,0
9330,2
9331,0
9332,2
9333,2
9334,2
9335,2
9336,2
9337,2
9338,2
9339,2
9340,2
9341,0
9342,2
9343,2
9344,2
9345,0
9346,2
9347,2
9348,0
9349,2
9350,0
9351,0
9352,0
9353,2
9354,2
9355,0
9356,2
9357,2
9358,0
9359,0
9360,2
9361,2
9362,2
9363,2
9364,2
9365,2
9366,2
9367,2
9368,2
9369,2
9370,0
9371,2
9372,0
9373,2
9374,2
9375,0
9376,2
9377,2
9378,0
9379,2
9380,0
9381,0
9382,2
9383,0
9384,2
9385,0
9386,0
9387,0
9388,2
9389,2
9390,2
9391,2
9392,0
9393,0
9394,2
9395,2
9396,2
9397,0
9398,2
9399,2
9400,2
9401,2
9402,2
9403,2
9404,2
9405,2
9406,2
9407,2
9408,2
9409,0
9410,2
9411,2
9412,2
9413,2
9414,2
9415,2
9416,2
9417,0
9418,2
9419,2
9420,2
9421,0
9422,2
9423,2
9424,2
9425,0
9426,2
9427,0
9428,2
9429,2
9430,0
9431,2
9432,0
9433,2
9434,0
9435,0
9436,2
9437,2
9438,0
9439,2
9440,2
9441,2
9442,2
9443,0
9444,2
9445,2
9446,2
9447,2
9448,2
9449,2
9450,2
9451,0
9452,0
9453,0
9454,2
9455,0
9456,0
9457,2
9458,2
9459,2
9460,2
9461,2
9462,2
9463,2
9464,2
9465,2
9466,2
9467,2
9468,2
9469,2
9470,2
9471,2
9472,2
9473,2
9474,2
9475,0
9476,2
9477,2
9478,2
9479,2
9480,2
9481,2
9482,2
9483,0
9484,2
9485,2
9486,2
9487,2
9488,2
9489,2
9490,2
9491,2
9492,2
9493,0
9494,0
9495,0
9496,2
9497,2
9498,2
9499,0
9500,2
9501,2
9502,0
9503,2
9504,2
9505,0
9506,2
9507,2
9508,2
9509,2
9510,2
9511,2
9512,2
9513,2
9514,0
9515,2
9516,2
9517,0
9518,2
9519,2
9520,0
9521,2
9522,2
9523,0
9524,2
9525,2
9526,2
9527,0
9528,2
9529,2
9530,2
9531,2
9532,2
9533,2
9534,2
9535,2
9536,0
9537,2
9538,0
9539,2
9540,2
9541,2
9542,0
9543,2
9544,2
9545,2
9546,2
9547,2
9548,2
9549,2
9550,2
9551,2
9552,0
9553,2
9554,2
9555,2
9556,2
9557,2
9558,2
9559,2
9560,0
9561,2
9562,0
9563,2
